,0,1,2,3
0,-0.002202864084722885,-0.018007295898817936,0.01079078967677947,-0.0208378845530361
1,-0.009459321539202196,-0.014868770154806546,0.005789559204863964,0.0024001134515298336
2,-0.011726568559206715,-0.00443519290749995,0.0069973912523257804,0.0065660084398945755
3,0.003090379297513265,0.003055133473411127,0.01279869887755291,0.003671679879244422
4,-0.016766520288023973,-0.0077718251099135474,-0.014839244913804025,0.03098894481081142
5,-0.009712158971420951,-0.018012693273174233,0.023309493343813336,0.001031961273176547
6,0.005277053369171758,0.008914943096847792,-0.004411714833723588,0.04085616301994092
7,-0.013036316399584615,-0.02706236026447562,0.0177016222469888,0.012860678200521862
8,-0.002067964128085965,-0.007887717514661765,0.013510509599015582,0.008469004939589015
9,-0.026127373185008313,-0.030842007737192215,-0.014115483728903736,0.016345529949431812
10,0.007381143450493026,-0.026788664904197897,0.0028432571510788518,0.010306628794816237
11,-0.020280457713446807,0.007584288030579901,-0.01260607747825727,0.016259343328836426
12,0.006645528381129695,0.014729107690421196,0.014004656163977992,0.015357797564771925
13,0.0006685551565470367,0.0028325376892951656,0.006866301145839973,0.018232159278257564
14,-0.008905859803391642,0.013636130651653715,-0.00011753477033683728,-0.00306750678586477
15,-0.006641426292633863,0.011339582116531067,0.000751782014889388,0.007867813912888634
16,-0.016116127127562507,0.01528844831997555,0.006035637127218519,-0.009938137749156277
17,-0.01859930052705893,0.012258140371201773,-0.02426914780391403,-0.0013270385839887476
18,0.019029981587139373,0.006093879303715854,0.01093268574471725,-0.006403671560084725
19,0.00617216718282629,0.00807361794702027,0.00960753105618421,0.01695615999901583
20,0.018040424029306577,-0.005609074835688585,-0.0013612446242376498,-0.01936227183797534
21,0.001450555252592622,0.00830776957843402,-0.011774874698597905,-0.004360559147474849
22,-0.0022495208671256452,0.0010741931073585554,-0.0007954915682277066,-0.012702283901630097
23,-0.007544488696961533,-0.01281846312734132,-0.015499747103762562,-0.001647356820274187
24,0.015753574523744998,-0.014829291244194824,0.005535994523024152,-0.014358613504340085
25,-0.014098938891576292,0.00030937021118420066,-0.014221824910261683,-0.008564459267756692
26,-0.010069786477603688,-0.013295495979056767,0.00690884558533033,0.005956220220129466
27,0.02046822066762339,-0.005252368133134887,0.013266390222238007,-0.0029917565431955857
28,0.013763931541708723,0.014617026904606718,-0.009583534318960875,-0.01169225838038055
29,0.015350348996801806,-0.00774364376495488,0.009631058693389778,-0.023552853353108125
30,0.005122253252226217,-0.01611043058359044,-0.015433021500608947,-0.02030922770573818
31,0.02192896951449782,-0.002158396917180858,-0.020168068258575703,-0.013911047141261167
32,-0.0008821890195256956,-0.030518719888879647,0.00838812641552475,-0.00386709636124973
33,-0.020863741907789717,-0.020109787101167297,0.013292143164425342,0.0041386876914741005
34,0.015803790542380076,-0.008081308537950456,0.022409206802528038,0.004062941091644952
35,-0.004536662825707831,-0.019798930306474213,0.015489283572457957,0.0020123430114453132
36,0.03347422477383622,-0.004127416483812116,-0.02053170579322284,-0.022944101295036493
37,-0.004845903129451598,0.0029359871476999475,0.012450558529559303,0.009507272880877876
38,-0.019611597762418737,-0.024489363805595445,-0.0031315169674627566,0.019342678243227236
39,0.009213653422588439,-0.010598406226618777,-0.010793109860629747,-0.022260032747959083
40,0.0012629544295906163,-0.015048586820290073,-0.010301610690758014,-0.012747840149639271
41,0.0030975397901196584,-0.0032994288435679933,0.00191409728665809,-0.0009743810650366415
42,-0.0004967970448992397,-0.010337909353718654,0.0057001504049941695,-0.01064974760127042
43,0.022575574452808885,-0.01033310850326365,-0.003981415381569224,0.005190016526263854
44,0.0023917552411822285,0.004321559483389392,0.009437079586172804,-0.003055160679957906
45,0.01280525008411706,0.0035926484713309725,0.0020469405389392605,-0.005291823688794629
46,0.026613236456709228,-0.026678563199360173,0.017622709941701675,0.0020122798568054773
47,0.014041869872464611,0.005229180566162168,0.0017324295481027478,0.002445575125850029
48,0.024552762735781646,-0.01732334701417033,-0.006209648951560403,-0.017145040428421313
49,0.02051612487219771,0.004374932091198076,-0.012218366288860884,-0.025685323945832526
50,0.008786308346282539,-0.010471435781325929,-0.0034369993864402496,-0.017951253629267843
51,0.025231016597288627,-0.0015686266504144173,0.003430997341702146,0.012826981172843501
52,-0.001394830098329507,0.010284865436741534,0.0009126724646839848,-0.014118164942413984
